Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
636488204,A,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2019-02-17,11:15,Ewallet,9.9,Yangon
549591358,A,Normal,Male,Sports and travel,88.63,3,13.2945,279.18449999999996,2019-03-02,17:36,Ewallet,6.0,Yangon
227035010,A,Normal,Male,Home and lifestyle,52.59,8,21.036,441.75600000000003,2019-03-22,19:20,Credit card,8.5,Yangon
649296775,B,Normal,Male,Fashion accessories,33.52,1,1.6760000000000002,35.196000000000005,2019-02-08,15:31,Cash,6.7,Mandalay
189174241,A,Normal,Male,Fashion accessories,87.67,2,8.767000000000001,184.107,2019-03-10,12:17,Credit card,7.7,Yangon
145949061,B,Normal,Male,Food and beverages,88.36,5,22.090000000000003,463.89,2019-01-25,19:48,Cash,9.6,Mandalay
848627243,A,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,2019-03-15,15:36,Cash,7.4,Yangon
871798483,B,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2019-02-25,19:39,Credit card,4.8,Mandalay
149716266,B,Normal,Male,Sports and travel,78.07,9,35.131499999999996,737.7614999999998,2019-01-28,12:43,Cash,4.5,Mandalay
640492076,B,Normal,Male,Sports and travel,83.78,8,33.512,703.752,2019-01-10,14:49,Cash,5.1,Mandalay
595115460,A,Normal,Male,Health and beauty,96.58,2,9.658000000000001,202.81799999999998,2019-03-15,10:12,Credit card,5.1,Yangon
183566882,C,Normal,Male,Food and beverages,99.42,4,19.884,417.564,2019-02-06,10:42,Ewallet,7.5,Naypyitaw
232162483,C,Normal,Male,Sports and travel,68.12,1,3.4060000000000006,71.52600000000001,2019-01-07,12:28,Ewallet,6.8,Naypyitaw
129298530,A,Normal,Male,Sports and travel,62.62,5,15.655,328.75499999999994,2019-03-10,19:15,Ewallet,7.0,Yangon
272651806,A,Normal,Male,Electronic accessories,60.88,9,27.396000000000004,575.316,2019-01-15,17:17,Ewallet,4.7,Yangon
333737901,C,Normal,Male,Health and beauty,54.92,8,21.968000000000004,461.32800000000003,2019-03-23,13:24,Ewallet,7.6,Naypyitaw
777827220,B,Normal,Male,Home and lifestyle,30.12,8,12.048000000000002,253.008,2019-03-03,13:01,Cash,7.7,Mandalay
280355823,B,Normal,Male,Home and lifestyle,86.72,1,4.336,91.056,2019-01-17,18:45,Ewallet,7.9,Mandalay
554538700,C,Normal,Male,Home and lifestyle,56.11,2,5.611000000000001,117.831,2019-02-02,10:11,Cash,6.3,Naypyitaw
354255821,B,Normal,Male,Sports and travel,69.12,6,20.736000000000004,435.456,2019-02-08,13:03,Cash,5.6,Mandalay
228961411,C,Normal,Male,Food and beverages,98.7,8,39.480000000000004,829.08,2019-03-04,20:39,Cash,7.6,Naypyitaw
617154209,C,Normal,Male,Health and beauty,15.37,2,1.537,32.277,2019-03-16,19:47,Cash,7.2,Naypyitaw
132329879,B,Normal,Male,Electronic accessories,93.96,4,18.791999999999998,394.63199999999995,2019-03-09,18:00,Cash,9.5,Mandalay
370417321,B,Normal,Male,Health and beauty,56.69,9,25.5105,535.7205,2019-02-27,17:24,Credit card,8.4,Mandalay
727463608,B,Normal,Male,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06,15:47,Ewallet,4.1,Mandalay
669541719,B,Normal,Male,Electronic accessories,18.93,6,5.679,119.259,2019-02-10,12:45,Credit card,8.1,Mandalay
574225561,C,Normal,Female,Fashion accessories,82.63,10,41.315,867.615,2019-03-19,17:08,Ewallet,7.9,Naypyitaw
326785178,C,Normal,Male,Food and beverages,91.4,7,31.990000000000006,671.7900000000001,2019-02-03,10:19,Cash,9.5,Naypyitaw
162488011,A,Normal,Female,Food and beverages,44.59,5,11.1475,234.09750000000003,2019-02-10,15:10,Cash,8.5,Yangon
616242851,B,Normal,Female,Fashion accessories,17.87,4,3.5740000000000003,75.054,2019-03-22,14:42,Ewallet,6.5,Mandalay
778715554,C,Normal,Male,Fashion accessories,15.43,1,0.7715000000000001,16.2015,2019-01-25,15:46,Credit card,6.1,Naypyitaw
242556721,B,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,2019-03-07,11:49,Ewallet,6.5,Mandalay
399465918,C,Normal,Female,Electronic accessories,85.98,8,34.392,722.2320000000001,2019-02-28,19:01,Cash,8.2,Naypyitaw
106356779,A,Normal,Male,Home and lifestyle,44.34,2,4.434,93.114,2019-03-27,11:26,Cash,5.8,Yangon
635406220,A,Normal,Male,Health and beauty,89.6,8,35.839999999999996,752.64,2019-02-07,11:28,Ewallet,6.6,Yangon
817488732,A,Normal,Female,Home and lifestyle,72.35,10,36.175000000000004,759.675,2019-01-20,15:55,Cash,5.4,Yangon
120064233,C,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,2019-03-12,20:36,Cash,9.3,Naypyitaw
285685083,C,Normal,Female,Sports and travel,24.74,3,3.7110000000000003,77.931,2019-02-15,17:47,Credit card,10.0,Naypyitaw
803835989,C,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,10:55,Ewallet,7.0,Naypyitaw
347342234,B,Normal,Female,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03,13:40,Ewallet,10.0,Mandalay
199758169,A,Normal,Male,Sports and travel,15.81,10,7.905,166.005,2019-03-06,12:27,Credit card,8.6,Yangon
853232453,B,Normal,Male,Health and beauty,75.74,4,15.148,318.108,2019-02-14,14:35,Cash,7.6,Mandalay
877223308,A,Normal,Male,Health and beauty,15.87,10,7.935,166.635,2019-03-13,16:40,Cash,5.8,Yangon
838784295,C,Normal,Female,Health and beauty,33.47,2,3.347,70.28699999999999,2019-02-10,15:43,Ewallet,6.7,Naypyitaw
109282512,B,Normal,Female,Fashion accessories,97.61,6,29.283,614.943,2019-01-07,15:01,Ewallet,9.9,Mandalay
232113025,A,Normal,Male,Sports and travel,78.77,10,39.385,827.0849999999999,2019-01-24,10:04,Cash,6.4,Yangon
382034532,A,Normal,Female,Health and beauty,18.33,1,0.9165,19.246499999999997,2019-02-02,18:50,Cash,4.3,Yangon
393652792,C,Normal,Male,Food and beverages,89.48,10,44.74000000000001,939.5400000000001,2019-01-06,12:46,Credit card,9.6,Naypyitaw
796122025,C,Normal,Male,Fashion accessories,62.12,10,31.06,652.2599999999999,2019-02-11,16:19,Cash,5.9,Naypyitaw
510956347,B,Normal,Female,Food and beverages,48.52,3,7.2780000000000005,152.838,2019-03-05,18:17,Ewallet,4.0,Mandalay
841356630,C,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,2019-03-09,18:21,Cash,8.7,Naypyitaw
287219091,A,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,2019-01-22,10:55,Ewallet,9.4,Yangon
732940499,C,Normal,Female,Electronic accessories,41.65,10,20.825000000000003,437.325,2019-01-13,17:04,Credit card,5.4,Naypyitaw
263103913,C,Member,Male,Fashion accessories,49.04,9,22.068,463.428,2019-01-09,14:20,Credit card,8.6,Naypyitaw
381200914,A,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,2019-01-12,15:48,Credit card,5.7,Yangon
829491914,C,Member,Female,Food and beverages,78.31,10,39.155,822.255,2019-03-05,16:24,Ewallet,6.6,Naypyitaw
756017507,C,Normal,Female,Health and beauty,20.38,5,5.095,106.99499999999999,2019-01-22,18:56,Cash,6.0,Naypyitaw
870724431,C,Normal,Female,Health and beauty,99.19,6,29.757,624.8969999999999,2019-01-21,14:42,Credit card,5.5,Naypyitaw
847387188,B,Normal,Female,Food and beverages,96.68,3,14.502000000000002,304.54200000000003,2019-01-26,19:56,Ewallet,6.4,Mandalay
480632856,C,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2019-01-23,18:37,Ewallet,6.6,Naypyitaw
787560757,C,Member,Female,Food and beverages,80.36,4,16.072,337.512,2019-02-23,18:45,Credit card,8.3,Naypyitaw
360395055,C,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,2019-03-09,10:17,Cash,6.6,Naypyitaw
730509884,C,Normal,Female,Sports and travel,83.06,7,29.071000000000005,610.4910000000001,2019-03-05,14:31,Ewallet,4.0,Naypyitaw
362588315,C,Normal,Male,Fashion accessories,76.52,5,19.13,401.72999999999996,2019-03-25,10:23,Cash,9.9,Naypyitaw
633448566,A,Member,Male,Food and beverages,49.38,7,17.283,362.94300000000004,2019-03-27,20:35,Credit card,7.3,Yangon
504358843,A,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,2019-01-02,16:57,Cash,5.7,Yangon
318685053,B,Normal,Female,Health and beauty,76.99,6,23.096999999999998,485.0369999999999,2019-02-27,17:55,Cash,6.1,Mandalay
565805980,C,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2019-01-23,10:25,Cash,7.1,Naypyitaw
225320908,C,Normal,Female,Sports and travel,44.86,10,22.430000000000003,471.03000000000003,2019-01-26,19:54,Ewallet,8.2,Naypyitaw
873510671,A,Member,Female,Sports and travel,21.98,7,7.693000000000001,161.55300000000003,2019-01-10,16:42,Ewallet,5.1,Yangon
152089985,B,Member,Male,Health and beauty,64.36,9,28.962000000000003,608.202,2019-03-12,12:09,Credit card,8.6,Mandalay
512910811,C,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2019-02-06,20:05,Credit card,6.6,Naypyitaw
594344444,A,Normal,Male,Electronic accessories,97.16,1,4.8580000000000005,102.018,2019-03-08,20:38,Ewallet,7.2,Yangon
766857061,B,Normal,Male,Health and beauty,87.87,10,43.935,922.635,2019-03-29,10:25,Ewallet,5.1,Mandalay
871399221,C,Normal,Female,Electronic accessories,12.45,6,3.7349999999999994,78.43499999999999,2019-02-09,13:11,Cash,4.1,Naypyitaw
865926136,A,Normal,Male,Food and beverages,52.75,3,7.9125000000000005,166.1625,2019-03-23,10:16,Ewallet,9.3,Yangon
733019107,B,Normal,Male,Home and lifestyle,82.7,6,24.810000000000002,521.01,2019-03-05,18:14,Cash,7.4,Mandalay
163567055,C,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,2019-03-26,19:20,Cash,4.1,Naypyitaw
189982939,C,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2974999999999,2019-03-01,13:22,Cash,7.2,Naypyitaw
551213069,C,Normal,Female,Electronic accessories,23.07,9,10.3815,218.01149999999998,2019-02-01,11:27,Cash,4.9,Naypyitaw
212621842,A,Normal,Male,Food and beverages,58.26,6,17.478,367.038,2019-03-28,16:44,Cash,9.9,Yangon
716391409,B,Normal,Male,Health and beauty,30.35,7,10.622500000000002,223.07250000000002,2019-03-19,18:19,Cash,8.0,Mandalay
704483927,A,Member,Male,Electronic accessories,88.67,10,44.33500000000001,931.0350000000001,2019-01-12,14:50,Ewallet,7.3,Yangon
628343388,C,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,2019-01-05,20:54,Credit card,7.9,Naypyitaw
630745166,A,Normal,Male,Sports and travel,62.13,6,18.639000000000003,391.41900000000004,2019-03-22,20:19,Cash,7.4,Yangon
588017461,C,Normal,Female,Food and beverages,33.98,9,15.291,321.111,2019-03-24,10:43,Cash,4.2,Naypyitaw
861770145,C,Member,Male,Electronic accessories,81.97,10,40.98500000000001,860.6850000000001,2019-03-03,14:30,Cash,9.2,Naypyitaw
479268945,B,Member,Female,Sports and travel,16.49,2,1.649,34.629,2019-02-05,11:32,Ewallet,4.6,Mandalay
210675886,C,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,10:41,Credit card,7.8,Naypyitaw
227781148,B,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2019-02-15,12:44,Cash,8.4,Mandalay
645441170,A,Member,Male,Home and lifestyle,58.07,9,26.131500000000003,548.7615,2019-01-19,20:07,Ewallet,4.3,Yangon
237016122,C,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01,20:31,Credit card,9.5,Naypyitaw
225981496,C,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,2019-03-02,13:01,Credit card,7.1,Naypyitaw
291321427,B,Member,Male,Fashion accessories,21.94,5,5.485,115.185,2019-03-05,12:29,Ewallet,5.3,Mandalay
659658956,B,Member,Male,Fashion accessories,51.36,1,2.568,53.928,2019-01-16,15:26,Ewallet,5.2,Mandalay
642322990,A,Normal,Female,Food and beverages,10.96,10,5.48,115.08000000000001,2019-02-02,20:48,Ewallet,6.0,Yangon
378242715,B,Normal,Male,Home and lifestyle,53.44,2,5.344,112.22399999999999,2019-01-20,20:38,Ewallet,4.1,Mandalay
638607125,A,Normal,Female,Electronic accessories,99.56,8,39.824000000000005,836.304,2019-02-14,17:03,Credit card,5.2,Yangon
659361684,C,Member,Male,Sports and travel,57.12,7,19.992,419.832,2019-01-12,12:02,Credit card,6.5,Naypyitaw
219229386,B,Member,Male,Sports and travel,99.96,9,44.982,944.622,2019-03-09,17:26,Credit card,4.2,Mandalay
336782147,C,Member,Male,Home and lifestyle,63.91,8,25.564,536.8439999999999,2019-03-13,19:52,Credit card,4.6,Naypyitaw
268276179,B,Member,Female,Fashion accessories,56.47,8,22.588,474.348,2019-03-09,14:57,Ewallet,7.3,Mandalay
668908900,A,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,2019-03-10,18:44,Credit card,4.5,Yangon
870543162,A,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,2019-01-27,13:26,Cash,9.0,Yangon
189089157,C,Normal,Female,Fashion accessories,31.73,9,14.278500000000001,299.8485,2019-01-08,16:17,Credit card,5.9,Naypyitaw
663869076,C,Member,Female,Food and beverages,68.54,8,27.416000000000004,575.7360000000001,2019-01-08,15:57,Ewallet,8.5,Naypyitaw
549847482,B,Normal,Female,Sports and travel,90.28,9,40.626000000000005,853.146,2019-02-08,11:15,Ewallet,7.2,Mandalay
191106171,B,Normal,Female,Fashion accessories,39.62,7,13.866999999999999,291.207,2019-01-25,13:18,Cash,7.5,Mandalay
802705316,A,Member,Female,Sports and travel,92.13,6,27.639,580.419,2019-03-06,20:34,Cash,8.3,Yangon
695510018,B,Normal,Female,Sports and travel,34.84,4,6.968000000000001,146.328,2019-02-10,18:36,Cash,7.4,Mandalay
590834591,B,Member,Male,Electronic accessories,87.45,6,26.235000000000003,550.9350000000001,2019-02-17,14:40,Credit card,8.8,Mandalay
483711164,C,Normal,Female,Health and beauty,81.3,6,24.39,512.1899999999999,2019-03-08,16:43,Ewallet,5.3,Naypyitaw
597787908,C,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,19:39,Cash,6.2,Naypyitaw
700811757,A,Normal,Female,Electronic accessories,26.31,5,6.5775,138.12749999999997,2019-01-18,20:59,Credit card,8.8,Yangon
354395160,A,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-02-18,15:39,Cash,9.8,Yangon
241729525,B,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,12:21,Cash,8.2,Mandalay
575308091,A,Normal,Male,Sports and travel,72.5,8,29.0,609.0,2019-03-16,19:25,Ewallet,9.2,Yangon
731819469,C,Member,Female,Sports and travel,89.8,10,44.900000000000006,942.9,2019-01-23,13:00,Credit card,5.4,Naypyitaw
280174359,C,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,13:48,Cash,8.1,Naypyitaw
338652210,C,Member,Female,Health and beauty,68.6,10,34.300000000000004,720.3,2019-02-05,19:57,Cash,9.1,Naypyitaw
488254221,C,Member,Female,Food and beverages,30.41,1,1.5205000000000002,31.930500000000002,2019-02-22,10:36,Credit card,8.4,Naypyitaw
239107476,A,Normal,Female,Home and lifestyle,77.95,6,23.385000000000005,491.08500000000004,2019-01-21,16:37,Ewallet,8.0,Yangon
458411477,C,Normal,Female,Health and beauty,46.26,6,13.878,291.438,2019-03-08,17:11,Credit card,9.5,Naypyitaw
685641609,A,Member,Female,Fashion accessories,30.14,10,15.07,316.46999999999997,2019-02-10,12:28,Ewallet,9.2,Yangon
568905112,C,Normal,Male,Health and beauty,66.14,4,13.228000000000002,277.788,2019-03-19,12:46,Credit card,5.6,Naypyitaw
262472794,B,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,2019-03-06,15:07,Credit card,6.2,Mandalay
238490436,A,Normal,Male,Health and beauty,32.46,8,12.984000000000002,272.664,2019-03-27,13:48,Credit card,4.9,Yangon
608963517,B,Member,Female,Fashion accessories,91.54,4,18.308000000000003,384.468,2019-03-23,19:20,Credit card,4.8,Mandalay
584867256,C,Member,Male,Sports and travel,34.56,7,12.096000000000002,254.01600000000002,2019-03-11,16:07,Credit card,7.3,Naypyitaw
746940204,A,Normal,Male,Fashion accessories,83.24,9,37.458,786.6179999999999,2019-01-29,11:56,Credit card,7.4,Yangon
214176927,C,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23,Ewallet,9.9,Naypyitaw
400894171,C,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,13:05,Cash,9.3,Naypyitaw
782959291,A,Member,Male,Food and beverages,92.29,5,23.072500000000005,484.52250000000004,2019-02-20,15:55,Credit card,9.0,Yangon
279742924,B,Member,Male,Electronic accessories,72.17,1,3.6085000000000003,75.77850000000001,2019-01-04,19:40,Cash,6.1,Mandalay
307852293,B,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,2019-03-07,13:58,Ewallet,97.0,Mandalay
743041105,B,Member,Male,Health and beauty,97.22,9,43.749,918.729,2019-03-30,14:43,Ewallet,6.0,Mandalay
423572993,B,Normal,Male,Sports and travel,93.39,6,28.017000000000003,588.3570000000001,2019-03-27,19:18,Ewallet,10.0,Mandalay
894415205,C,Normal,Female,Food and beverages,43.18,8,17.272000000000002,362.712,2019-01-19,19:39,Credit card,8.3,Naypyitaw
275280149,A,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,16:21,Cash,6.0,Yangon
101176199,A,Normal,Male,Food and beverages,45.79,7,16.0265,336.55649999999997,2019-03-13,19:44,Credit card,7.0,Yangon
423800988,C,Normal,Male,Sports and travel,76.4,2,7.640000000000001,160.44,2019-01-30,19:42,Ewallet,6.5,Naypyitaw
548469322,B,Normal,Male,Food and beverages,39.9,10,19.950000000000003,418.95,2019-02-20,15:24,Credit card,5.9,Mandalay
505020892,B,Member,Male,Health and beauty,42.57,8,17.028000000000002,357.588,2019-02-25,14:12,Ewallet,5.6,Mandalay
234652137,C,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.5899999999999,2019-01-16,13:32,Cash,4.8,Naypyitaw
687478271,A,Normal,Male,Fashion accessories,98.98,10,49.49000000000001,1039.29,2019-02-08,16:20,Credit card,8.7,Yangon
796329050,A,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,16:31,Cash,6.5,Yangon
105311824,A,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,15:10,Credit card,8.5,Yangon
249423782,A,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,2019-01-03,11:36,Ewallet,5.5,Yangon
316554634,B,Member,Male,Food and beverages,80.05,5,20.012500000000003,420.2625,2019-01-26,12:45,Credit card,9.4,Mandalay
733334967,C,Normal,Male,Electronic accessories,20.85,8,8.340000000000002,175.14000000000001,2019-03-03,19:17,Cash,6.3,Naypyitaw
608276295,B,Member,Male,Electronic accessories,52.89,6,15.867000000000003,333.20700000000005,2019-01-19,17:34,Credit card,9.8,Mandalay
414127047,B,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,12:04,Ewallet,8.7,Mandalay
827262100,A,Member,Male,Home and lifestyle,33.84,9,15.228000000000003,319.78800000000007,2019-03-21,16:21,Ewallet,8.8,Yangon
175542529,A,Member,Male,Food and beverages,22.17,8,8.868,186.228,2019-03-03,17:01,Credit card,9.6,Yangon
139522867,C,Normal,Female,Fashion accessories,22.51,7,7.878500000000002,165.44850000000002,2019-02-13,10:50,Credit card,4.8,Naypyitaw
407638975,A,Normal,Male,Food and beverages,73.88,6,22.164,465.44399999999996,2019-03-23,19:16,Ewallet,4.4,Yangon
342654817,C,Member,Male,Health and beauty,86.8,3,13.02,273.41999999999996,2019-01-28,16:47,Ewallet,9.9,Naypyitaw
130988941,C,Normal,Male,Fashion accessories,64.26,7,22.491000000000003,472.31100000000004,2019-02-09,10:00,Cash,5.7,Naypyitaw
434839547,C,Member,Male,Food and beverages,38.47,8,15.388,323.14799999999997,2019-01-23,11:51,Cash,7.7,Naypyitaw
851286367,A,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55,Ewallet,8.0,Yangon
824883614,C,Normal,Male,Health and beauty,34.31,8,13.724000000000002,288.204,2019-01-25,15:00,Ewallet,5.7,Naypyitaw
586250848,A,Normal,Female,Sports and travel,12.34,7,4.319,90.699,2019-03-04,11:19,Credit card,6.7,Yangon
895660685,B,Member,Male,Food and beverages,18.08,3,2.7119999999999997,56.952,2019-03-05,19:46,Ewallet,8.0,Mandalay
305140245,B,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,2019-03-03,19:00,Ewallet,7.5,Mandalay
732045373,B,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53,Cash,7.0,Mandalay
400607251,A,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,12:50,Ewallet,9.9,Yangon
593651552,C,Normal,Female,Home and lifestyle,69.81,4,13.962000000000002,293.202,2019-01-28,20:50,Credit card,5.9,Naypyitaw
284349626,B,Normal,Female,Home and lifestyle,77.04,3,11.556000000000001,242.67600000000002,2019-02-11,10:39,Credit card,7.2,Mandalay
437588131,B,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,2019-01-15,13:41,Ewallet,4.6,Mandalay
286436208,C,Normal,Female,Food and beverages,87.8,9,39.51,829.7099999999999,2019-03-16,19:08,Cash,9.2,Naypyitaw
641432399,B,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,20:23,Ewallet,5.7,Mandalay
831076050,A,Normal,Male,Electronic accessories,32.71,5,8.1775,171.72750000000002,2019-03-19,11:30,Credit card,9.9,Yangon
556863144,C,Member,Female,Fashion accessories,74.29,1,3.7145000000000006,78.00450000000001,2019-01-13,19:30,Cash,5.0,Naypyitaw
848249445,C,Member,Male,Health and beauty,43.7,2,4.37,91.77000000000001,2019-03-26,18:03,Cash,4.9,Naypyitaw
856228149,A,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.554499999999997,2019-03-23,10:13,Ewallet,6.1,Yangon
699014164,C,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,Credit card,8.2,Naypyitaw
420114919,C,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,19:57,Credit card,5.5,Naypyitaw
606804905,C,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,10:01,Credit card,6.8,Naypyitaw
542410513,B,Member,Female,Electronic accessories,57.49,4,11.498000000000001,241.458,2019-03-15,11:57,Cash,6.6,Mandalay
426392418,C,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02,Cash,9.8,Naypyitaw
875465808,B,Member,Male,Health and beauty,25.9,10,12.950000000000001,271.95,2019-02-06,14:51,Ewallet,8.7,Mandalay
394434238,B,Member,Male,Home and lifestyle,17.77,5,4.4425,93.29249999999999,2019-02-15,12:42,Credit card,5.4,Mandalay
749241565,A,Normal,Female,Health and beauty,23.03,9,10.363500000000002,217.63350000000003,2019-01-03,12:02,Ewallet,7.9,Yangon
672518681,C,Member,Female,Electronic accessories,66.65,9,29.992500000000003,629.8425,2019-01-04,18:19,Credit card,9.7,Naypyitaw
263875680,C,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38,Ewallet,7.8,Naypyitaw
573589734,B,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41,Ewallet,5.1,Mandalay
817698206,B,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485000000001,2019-03-02,19:42,Credit card,6.5,Mandalay
888020338,A,Normal,Male,Electronic accessories,26.23,9,11.8035,247.87349999999998,2019-01-25,20:24,Ewallet,5.9,Yangon
677110152,C,Normal,Female,Food and beverages,93.26,9,41.967000000000006,881.307,2019-01-16,18:08,Cash,8.8,Naypyitaw
142636033,B,Normal,Male,Home and lifestyle,92.36,5,23.090000000000003,484.89,2019-03-20,19:17,Ewallet,4.9,Mandalay
656161063,B,Normal,Male,Sports and travel,46.42,3,6.963,146.22299999999998,2019-01-04,13:24,Credit card,4.4,Mandalay
891588335,B,Member,Female,Sports and travel,29.61,7,10.3635,217.63349999999997,2019-03-11,15:53,Cash,6.5,Mandalay
802438934,A,Normal,Male,Home and lifestyle,18.28,1,0.9140000000000001,19.194000000000003,2019-03-22,15:05,Credit card,8.3,Yangon
